Name,LastLogonDate,DistinguishedName
WRKDAY-6,3/9/2020 13:35,"CN=WRKDAY-6,OU=Computers,OU=Training,DC=co,DC=yakima,DC=wa,DC=us"
WSU-LAPTOP2,6/1/2022 14:30,"CN=WSU-LAPTOP2,OU=Computers,OU=COOP,DC=co,DC=yakima,DC=wa,DC=us"
YAK-ASR-L1,2/24/2021 14:01,"CN=YAK-ASR-L1,OU=Computers,OU=Assessors,DC=co,DC=yakima,DC=wa,DC=us"
YHD-2496549L,2/3/2022 9:25,"CN=YHD-2496549L,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-2496561L,11/1/2021 8:41,"CN=YHD-2496561L,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-ADMIN-9217,5/25/2022 8:11,"CN=YHD-ADMIN-9217,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-CONTACT-L1,6/14/2022 15:23,"CN=YHD-CONTACT-L1,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-CONTACT-L2,3/25/2022 17:06,"CN=YHD-CONTACT-L2,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-CONTACT-L9,8/27/2021 15:23,"CN=YHD-CONTACT-L9,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-EH-6525,7/5/2022 8:05,"CN=YHD-EH-6525,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-EH-TAB-6545,5/9/2022 13:01,"CN=YHD-EH-TAB-6545,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-FRNT-6406,6/23/2021 9:27,"CN=YHD-FRNT-6406,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-LAP-6503,5/18/2020 9:08,"CN=YHD-LAP-6503,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-LAPTOP-4,8/11/2020 17:30,"CN=YHD-LAPTOP-4,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-NEW-2,4/21/2021 8:11,"CN=YHD-NEW-2,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-PHN-6532,2/19/2022 13:11,"CN=YHD-PHN-6532,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-RETURN-2,12/29/2020 8:49,"CN=YHD-RETURN-2,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-RETURN-3,5/4/2022 15:16,"CN=YHD-RETURN-3,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-TAB-6503,6/23/2022 8:17,"CN=YHD-TAB-6503,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-TAB-6504,7/13/2022 10:58,"CN=YHD-TAB-6504,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-TAB-6509,1/24/2022 14:28,"CN=YHD-TAB-6509,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-TAB-6513,5/19/2022 14:41,"CN=YHD-TAB-6513,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YHD-TAB-6562,1/4/2021 14:16,"CN=YHD-TAB-6562,OU=Computers,OU=Health District,DC=co,DC=yakima,DC=wa,DC=us"
YVCOG-ADMIN1,6/8/2020 12:26,"CN=YVCOG-ADMIN1,OU=Computers,OU=YVCOG,DC=co,DC=yakima,DC=wa,DC=us"
